artist_name,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Mac Miller,Jet Fuel,2JmFRXaJrkAUD2cs6U20KG,68,0.791,0.557,7,-9.622,0,0.0698,0.54,0,0.103,0.284,119.973,345213,4
Roddy Ricch,High Fashion (feat. Mustard),07KXEDMj78x68D884wgVEm,73,0.831,0.499,11,-8.442,0,0.114,0.269,0,0.3,0.511,97.956,220487,4
LLusion,walk but in a garden,0p1oF94MG2dOCbMSDsGMDj,61,0.832,0.351,8,-12.499,0,0.0814,0.832,0.939,0.111,0.406,79.99,114000,4
Mac Miller,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,77,0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4
On Planets,Context,5BjXiQdBBy10FQemhcRqIS,38,0.556,0.411,7,-12.756,1,0.323,0.235,0,0.364,0.336,75.888,240000,4
Hayd,Changes,2v8GT5HHcqFaTXS2xijw4r,1,0.648,0.115,6,-17.133,1,0.0445,0.939,3.88E-05,0.11,0.29,119.967,214815,4
Lil Keed,She Know (feat. Lil Baby),5f4TAyNRqDrxAOGzabEaXZ,45,0.793,0.5,1,-8.331,0,0.367,0.0623,0,0.0983,0.496,151.888,193547,4
Lil Nas X,HOLIDAY,6zFMeegAMYQo0mt8rXtrli,74,0.81,0.511,5,-6.924,0,0.164,0.12,0,0.0832,0.837,151.947,154998,4
John Summit,Deep End - SIDEPIECE Remix,5WNa0eaGNwQ1ZXTHVlULpd,65,0.773,0.652,11,-9.187,0,0.0807,0.143,0.024,0.44,0.453,126.007,196687,4
G-Eazy,Hate The Way (feat. blackbear),3QGppKBPd9gHOgHJzRbVIw,59,0.569,0.865,4,-3.844,0,0.266,0.0673,0,0.312,0.361,82.011,214363,4
REYKO,Spinning Over You,32ZP0YJyDzmDimZivZfXvw,52,0.805,0.842,1,-2.207,0,0.0357,0.67,0.116,0.14,0.734,99.984,194746,4
RÜFÜS DU SOL,Innerbloom,5rpx047aanR0h9Rfp1wgBB,0,0.729,0.72,3,-6.69,1,0.0371,0.125,0.353,0.178,0.0388,122.015,578041,4
Two Door Cinema Club,Undercover Martyn,2jnvdMCTvtdVCci3YLqxGY,0,0.439,0.86,11,-4.824,0,0.168,0.00043,1.68E-05,0.0783,0.578,159.821,167773,4
One Direction,Happily,5Lf9rCqReE9Ri4tZvLRLuy,65,0.623,0.89,9,-4.783,1,0.0394,0.0426,0,0.153,0.824,117,175480,4
Chance the Rapper,Juke Jam (feat. Justin Bieber & Towkio),3eze1OsZ1rqeXkKStNfTmi,63,0.505,0.397,5,-9.349,1,0.324,0.716,0,0.0853,0.558,95.063,219683,1
CamelPhat,Cola - Robin Schulz Remix,7G0AyhugxY5DuzZdnoTpQV,38,0.706,0.847,10,-4.405,0,0.0709,0.106,0.0888,0.137,0.592,124.906,195784,4
Briston Maroney,Freakin' Out On the Interstate,6Fqf0OTfB9VPfYk2HfBhPn,61,0.452,0.79,4,-5.01,1,0.0534,0.391,0,0.303,0.362,143.861,251906,4
Angus & Julia Stone,Youngblood,4WTBFVYpbupeihjkQY1N43,9,0.679,0.501,7,-13.593,0,0.0487,0.77,0.304,0.1,0.282,123.958,232746,4
Jaymes Young,Habits of My Heart,0elXIl26ZrovBULLTrEGK6,60,0.392,0.498,9,-7.63,0,0.117,0.665,0.000118,0.34,0.59,72.048,210639,4
Porter Robinson,Sad Machine,18hTbh3xszreJlzMmi0Kbi,0,0.474,0.698,0,-4.901,0,0.0325,0.0337,2.05E-06,0.0724,0.31,88.511,350690,4
Diplo,Get It Right - Remix,2TXDkCyMnNWsXX0dAOUJ2J,39,0.481,0.857,0,-3.86,1,0.163,0.0773,4.13E-06,0.195,0.258,159.683,172308,4
ROLE MODEL,going out,4fVRuWru6EQ8fGMeCPP431,0,0.754,0.633,5,-5.616,1,0.0709,0.162,0.000578,0.141,0.596,80.016,174493,4
Juice WRLD,Blood On My Jeans,0fCwrjKfWxF3xQhZrYUw4T,70,0.868,0.55,6,-6.417,1,0.226,0.183,0,0.109,0.464,117.943,154767,4
Kanye West,Through The Wire,4mmkhcEm1Ljy1U9nwtsxUo,75,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,221227,4
Kanye West,I Wonder,4jQqM4NI79HEcWHUJb8Hvf,34,0.542,0.466,0,-8.665,1,0.0831,0.141,0.000445,0.125,0.124,191.385,243440,4
Kanye West,Roses,2DHNCWZYmVr1Lv08q5b0kB,59,0.723,0.465,3,-6.454,0,0.0952,0.259,2.70E-05,0.108,0.513,97.702,245867,4
"Tyler, The Creator",911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),4bEcoz1OcfMgUbp2ft8ieQ,73,0.48,0.61,0,-7.042,1,0.305,0.0456,0,0.313,0.297,90.034,255653,4
Jeremy Zucker,better off,5NlV5HVIfgk5eHxvAGGTfy,0,0.72,0.316,8,-12.532,0,0.0414,0.803,0.00016,0.154,0.442,98.925,192920,4
Mayday Parade,Terrible Things - EP Version,3ZjnFYlal0fXN6t61wdxhl,54,0.285,0.371,1,-6.833,1,0.0295,0.698,0.00392,0.104,0.372,154.989,238076,3
The Strokes,Hard To Explain,0OM9ri37LIbPc9hffwsyb1,57,0.408,0.666,7,-6.286,1,0.0578,0.000455,0.862,0.0889,0.666,82.523,224333,4
The Strokes,Brooklyn Bridge To Chorus,5gzm0zFeHjYfteQu7x2uus,0,0.628,0.571,0,-3.897,1,0.0628,0.00602,9.21E-05,0.0833,0.467,119.899,235947,4
Valley,Swim - Reprise,4eVE7ruYH5dNGYKT2jd5So,51,0.493,0.782,2,-6.968,1,0.0353,0.0187,1.88E-05,0.321,0.314,104.941,233933,4
Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],0VaIsQoIQY10uxBrOyZ5cQ,54,0.784,0.435,8,-9.197,1,0.0647,0.464,5.27E-06,0.0913,0.865,90.033,195356,4
Francis and the Lights,You Still Take Me To The Light,0O3Pb33KINQl8t04jGOrX2,47,0.862,0.576,11,-4.923,0,0.0301,0.175,7.64E-05,0.0877,0.57,129.93,208566,4
DVBBS,West Coast (feat. Quinn XCII),4fCE1SCDulouoac9Q8XroU,65,0.714,0.798,5,-4.239,0,0.0612,0.00248,0.000678,0.103,0.659,119.017,150819,4
Justin Bieber,Lonely (with benny blanco),4y4spB9m0Q6026KfkAvy9Q,75,0.631,0.239,11,-7.071,0,0.0398,0.864,0,0.116,0.0927,79.859,149297,4
Kanye West,Everything We Need,24bnCCysWnbNRNUT4LpHcP,58,0.894,0.416,9,-6.823,0,0.0538,0.312,0,0.146,0.463,116.96,116560,4
Lil Uzi Vert,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,79,0.703,0.757,1,-3.612,1,0.05,0.617,0,0.106,0.696,82.008,221747,4
RÜFÜS DU SOL,Underwater,5ZvHcR4OSwvEV5IhigbTOT,63,0.611,0.809,6,-6.63,0,0.0342,0.019,0.0185,0.114,0.428,118.003,349293,4
Whethan,Freefall (feat. Oliver Tree),5VsZwt7AyePLXFrlHhMvoI,46,0.559,0.674,7,-6.554,1,0.0552,0.00681,0,0.546,0.808,127.009,155498,4
SAINt JHN,Trap - Rompasso Remix,08pnZCD7bB3voKAA3ShGTw,51,0.694,0.739,5,-5.457,1,0.185,0.0225,9.11E-06,0.507,0.222,128.049,168750,4
Jaden,Boys And Girls,0ykvJXrFZGdTRJMm8U1Re0,52,0.664,0.449,8,-10.03,0,0.0322,0.466,1.77E-06,0.117,0.491,83.981,222033,4
Quinn XCII,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,0,0.652,0.802,11,-5.308,1,0.0669,0.161,0,0.143,0.559,167.952,255000,5
Loud Luxury,Fill Me In,0OWMb0mr5PZvb8VoI8qNTq,54,0.745,0.704,8,-7.306,0,0.0418,0.0516,0.000683,0.153,0.393,124.02,219855,4
Mr. Probz,Praying To A God - LUKE Remix,4qB9e24mvDa5rG93OnmiC8,61,0.839,0.621,3,-8.01,1,0.0463,0.156,2.79E-05,0.119,0.208,120.009,194790,4
Still Woozy,Foolsong,2CO1B7lyEs3lf19hM5gn6x,55,0.686,0.48,6,-11.443,1,0.0504,0.17,0.0116,0.105,0.57,150.828,173167,4
Gryffin,Whole Heart,4Z1t1aMRif8ES212kTN8H2,56,0.501,0.648,9,-7.173,1,0.0696,0.028,1.26E-05,0.153,0.191,163.834,225200,4
Gryffin,Cry (with John Martin),1TF8rXy87zrnpBlS9TLykA,52,0.458,0.802,1,-3.914,1,0.0416,0.0155,0,0.0706,0.51,145.135,218402,4
Mike Williams,Make You Mine (feat. Moa Lisa),1ICPREUY4yMNeFEgbNh7D5,54,0.72,0.781,6,-4.975,0,0.0569,0.0171,1.78E-06,0.215,0.349,126.004,213333,4
Zedd,Funny,4FYbo4yQzu3hGkj2Ix4ucW,65,0.664,0.66,5,-4.646,1,0.0243,0.512,0,0.26,0.355,99.946,221466,4
Dimitri Vegas & Like Mike,Complicated (feat. Kiiara),1Sl3njkhhz8nrSPZroDQ82,59,0.678,0.819,8,-3.306,1,0.0313,0.191,0,0.159,0.499,90.004,184248,4
Surfaces,Good Day,5vu5o6RUJ2YiXv3LaPDYIF,57,0.906,0.541,11,-6.947,1,0.0415,0.557,1.90E-06,0.116,0.788,124.998,173230,4
4B,Going Nowhere,1a9VIDVGr7rF2eNPQX9zIy,35,0.64,0.818,6,-1.999,1,0.26,0.0148,0,0.13,0.403,140.12,171429,4
Tones And I,Bad Child,1qCmZnC1FUpNgOydIzqIPC,61,0.756,0.554,6,-4.24,0,0.0342,0.402,0,0.158,0.596,117.992,221467,4
harley,Hypnos,0V7BU54WLy5agggyE7nBtd,14,0.738,0.479,6,-9.996,1,0.0447,0.229,0.00706,0.084,0.38,98.03,212431,4
RL Grime,Outta Here,1l8fu2ftCHHo8O1b62Njwp,28,0.569,0.83,9,-3.236,0,0.0399,0.000542,0.877,0.0687,0.137,132.017,240470,4
blackbear,wanderlust,07cDm2mEYe7KHCHjKYSGdU,50,0.456,0.535,5,-7.919,0,0.41,0.174,0,0.138,0.621,81.003,180793,4
Louis The Child,Little Things (with Quinn XCII & Chelsea Cutler),52681Ivj8kgCi90Lu8B9fl,59,0.553,0.636,6,-4.38,1,0.152,0.189,0,0.0779,0.53,81.969,197453,4
Jocelyn Alice,Bound To You - Stash Konig Remix,00V7hys3DAMc0odkTw2TeI,46,0.483,0.752,5,-4.516,1,0.0706,0.108,2.73E-06,0.264,0.413,75.337,244800,4
Taylor Swift,the 1,0Jlcvv8IykzHaSmj49uNW8,73,0.777,0.357,0,-6.942,1,0.0522,0.757,7.28E-06,0.108,0.172,139.883,210252,4
Juice WRLD,Righteous,615vw74T1NebV8pKoutm2J,0,0.706,0.625,0,-7.426,1,0.0314,0.0417,0,0.129,0.225,142.948,242181,4
Juice WRLD,Screw Juice,2XSO13Gyndo7MDdtYibIxO,0,0.595,0.528,5,-7.371,0,0.0935,0.082,0,0.142,0.515,150.073,179464,4
The Lumineers,Ophelia,3d8y0t70g7hw2FOWl9Z4Fm,75,0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4
Machine Gun Kelly,bloody valentine - Acoustic,4Uah1pyFsLEsw4eauJvuNF,47,0.658,0.425,7,-6.621,0,0.0401,0.634,0,0.129,0.227,140.067,195857,4
Travis Scott,90210 (feat. Kacy Hill),51EC3I1nQXpec4gDk0mQyP,77,0.402,0.526,9,-6.741,0,0.0904,0.113,8.33E-06,0.105,0.312,81.404,339067,4
Trippie Redd,Taking A Walk,4mHgYpuGHu99Mw69E83CP2,76,0.767,0.538,0,-6.044,0,0.052,0.68,0,0.192,0.343,81.031,121680,4
"Tyler, The Creator","GONE, GONE / THANK YOU",1hz7SRTGUNAtIQ46qiNv2p,78,0.518,0.492,10,-8.436,0,0.193,0.216,0.0012,0.146,0.471,78.848,375387,4
Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,75,0.628,0.744,7,-4.718,1,0.0379,0.0257,0,0.313,0.277,119.921,169397,4
Machine Gun Kelly,bloody valentine,1bWEngw5tAF7vWByrf5Oy5,0,0.52,0.856,2,-4.228,1,0.0806,0.000193,0,0.157,0.47,160.083,205016,4
Lil Mosey,Noticed,7zLYKWcXnYeHHWidalz7rj,74,0.699,0.558,11,-7.622,1,0.0603,0.462,0,0.116,0.493,79.992,165000,4
PUBLIC,Make You Mine - Acoustic,65Ki57yTO2fXdtKPOaS15n,58,0.721,0.389,9,-8.558,1,0.0279,0.755,0,0.136,0.465,98.003,209093,4
Ashes To Amber,Ultra Violets,64MpgS40HBwa8KJTBGYJsL,26,0.622,0.625,2,-8.146,1,0.0333,0.635,0.00323,0.0852,0.564,79.995,216000,4
Kanye West,Good Life,14blxrgE0VWAgv5aF2wWmx,31,0.439,0.808,1,-6.881,1,0.346,0.00305,0,0.439,0.487,82.962,207000,4
Porter Robinson,Shelter,2CgOd0Lj5MuvOqzqdaAXtS,65,0.276,0.796,0,-4.499,1,0.0579,0.00293,0,0.184,0.26,199.526,218965,4
Porter Robinson,Get Your Wish,1HjZDqiaUrq46GHhHXE4vG,45,0.542,0.684,11,-5.844,1,0.0508,0.0997,0,0.125,0.442,95.004,217880,4
Chance the Rapper,GRoCERIES,0yFvWTLs3iIwDbc91noXGT,53,0.906,0.596,0,-5.88,0,0.243,0.0578,0,0.109,0.701,144.038,226846,4
Lil Yachty,she ready,2jey6aQoRNao7Ou9ftOXFC,51,0.825,0.718,0,-3.482,1,0.0834,0.0572,0,0.104,0.689,145.03,185987,4
Kanye West,Champions,2nBI3iWLhupR7LyAJ5GGkE,67,0.692,0.774,6,-2.48,0,0.0876,0.0623,0,0.873,0.349,134.952,334253,4
Kanye West,Champion,7hNx9Dynz2fRO41L9AEVA8,0,0.481,0.505,3,-8.19,0,0.296,0.00315,0,0.67,0.765,98.331,167600,4
Hermitude,HyperParadise - Flume Remix,1LQiF6aZfnNgxerxWJRbxw,30,0.603,0.827,6,-7.372,1,0.0714,0.0453,0.619,0.0833,0.311,144.992,268307,4
Cuco,Dontmakemefallinlove,6zHyWsqTzT6Fympdy9KQDQ,66,0.387,0.904,8,-4.935,1,0.0738,0.37,0.425,0.0754,0.839,103.798,207692,4
Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,71,0.721,0.508,7,-7.496,1,0.394,0.317,0,0.153,0.457,159.911,166343,4
Jimi Somewhere,1st Place,3X6zwxeAfmGevC0z4eT9yv,9,0.5,0.596,0,-7.25,1,0.029,0.555,4.95E-06,0.114,0.147,87.959,267511,4
Jimi Somewhere,Selfish,4v9dyadSlrEcPmUgLrm6As,8,0.442,0.318,4,-10.356,1,0.0381,0.672,0.0453,0.132,0.164,120.069,258490,4
Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,79,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32E-05,0.273,0.64,120.023,178000,4
H.E.R.,Slide,2rTnVB1bvwxHtaIl4uVu7f,65,0.832,0.469,10,-9.141,0,0.339,0.0807,8.26E-06,0.207,0.197,97.023,238321,4
Flume,Heater,7cOrjHdCqBABTwErAV8z1v,0,0.551,0.652,9,-8.771,0,0.144,0.144,0.000277,0.403,0.558,96.062,245268,4
H.E.R.,Focus,3tZs3nVjySLbL320lP4mvs,63,0.414,0.314,1,-12.943,0,0.0548,0.25,1.47E-05,0.117,0.09,84.993,200133,4
Lonr.,Safe Zone,6JzZwGyrjWIAZrVoAjSMw2,32,0.752,0.409,10,-5.671,0,0.0297,0.37,0,0.136,0.243,132.105,155893,4
Lonr.,Make the Most (feat. H.E.R.),5NWgHc5T5HlG0Nz9FgmZT1,42,0.592,0.693,1,-6.918,1,0.359,0.366,0,0.0807,0.837,78.123,213851,4
Roy Woods,Drama (feat. Drake),0PXp9QxBfSKGGpWUNaws2X,74,0.709,0.362,11,-9.814,1,0.055,0.157,0,0.109,0.113,122.043,251860,4
The Weeknd,Heartless,5PKKJ4fo3ZuGcYKkI79fgf,46,0.614,0.758,10,-5.434,0,0.0774,0.0281,1.18E-06,0.137,0.25,84.969,198267,4
PARTYNEXTDOOR,LOYAL (feat. Drake),6EJx2i6wJEmCzULdcWi4Ed,47,0.866,0.53,0,-6.347,0,0.0495,0.517,0.00159,0.0946,0.203,104.952,197973,4
Flume,Drop the Game,2mk87j3RWPdzy0rWIoUP1o,45,0.316,0.657,4,-5.561,0,0.0903,0.511,0.00016,0.25,0.413,77.871,221080,4
Flume,Jewel,7cPO2IPraPDlGIguekShlV,50,0.464,0.496,0,-6.688,1,0.0447,0.163,0.000501,0.783,0.0803,113.317,193732,4
Porter Robinson,Divinity,18cCBvygH6yEFDY0cYN3wT,54,0.496,0.55,2,-5.418,1,0.034,0.00755,0.0122,0.0814,0.144,90.036,368373,4
Flume,The Difference,4nlvKIIetOWGIMyhjQXgOZ,71,0.56,0.865,1,-1.148,1,0.0909,0.255,0.000153,0.083,0.424,159.96,139663,4
Porter Robinson,Something Comforting,6iZVQLI9gs9kFRnmbQLzHO,47,0.47,0.56,8,-9.707,1,0.0298,0.0449,3.83E-06,0.0774,0.29,143.987,281716,4
Healy,Reckless,3UJS9aEUbtYO8kMl1IK1r3,61,0.849,0.362,2,-8.585,1,0.41,0.526,1.63E-05,0.233,0.415,81.143,237157,4
TWO LANES,Common Ground,05vsuSnFi5y7Xbxrvb7D6h,32,0.534,0.601,0,-9.352,1,0.0422,0.0148,0.00395,0.0908,0.139,117.999,200000,4
Jimi Somewhere,The Beach,5KR6FviVka9rBvgljOmTSA,16,0.502,0.561,9,-11.711,0,0.0367,0.0115,0.000793,0.149,0.383,105,195000,4
alt-J,Fitzpleasure,7DdXf9x75iEVCHWfoRwRuR,59,0.584,0.594,9,-6.935,1,0.0487,0.142,0.00117,0.105,0.36,143.935,219400,4
alt-J,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,71,0.615,0.658,5,-7.299,1,0.0343,0.096,0.000911,0.205,0.293,150.093,227080,4
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6,75,0.581,0.662,9,-5.239,1,0.303,0.0153,0,0.111,0.434,93.023,189487,4
Jimi Somewhere,Benton Way,3oqWLWCwo8LMbmA2TYtBow,16,0.573,0.348,5,-9.838,1,0.031,0.152,0.0125,0.102,0.155,105.034,215970,4
Peach Tree Rascals,Mariposa,6xs6iIX77Cu64T1TdY0aDr,0,0.688,0.525,9,-5.88,1,0.0271,0.615,0,0.356,0.423,112.006,210000,4
Roy Blair,I DONT KNOW ABOUT HIM,3CQ5CKzEaC7eCOlUyU7Bdm,38,0.695,0.57,9,-6.919,1,0.0931,0.186,0.00228,0.136,0.33,134.999,238255,4
ROLE MODEL,play the part,3DiRnA7UDlUPrGDOF9Zb4u,46,0.743,0.486,3,-7.347,1,0.0374,0.44,4.28E-05,0.144,0.346,109.015,192067,4
Jimi Somewhere,When The Lights Come On,2MoiDDNZVoMLHWSohBgQR9,9,0.474,0.359,6,-8.142,1,0.028,0.143,3.11E-05,0.0862,0.0912,130.009,217851,4
Jimi Somewhere,Blue Skies,5418UMEZW10tHZ6qrIVlKW,25,0.466,0.424,3,-8.929,1,0.0292,0.625,0.000233,0.0903,0.0996,111.136,304882,4
Dreamville,Under The Sun (with J. Cole & Lute feat. DaBaby),5pu7aEkjSMFVxFiboIDixE,48,0.723,0.656,0,-6.432,1,0.338,0.539,0,0.298,0.155,138.836,201773,4
SHAED,Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,68,0.619,0.459,7,-5.782,0,0.0334,0.56,0,0.137,0.498,126.803,184280,4
Kanye West,Black Skinhead,722tgOgdIbNe3BEyLnejw4,74,0.766,0.809,1,-6.123,1,0.279,0.0011,0,0.168,0.325,130.127,188013,4
Kanye West,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl,66,0.397,0.69,2,-4.108,0,0.195,0.395,0,0.101,0.36,172.073,359800,4
Kanye West,Famous,19a3JfW8BQwqHWUMbcqSx8,73,0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,196040,4
Arizona Zervas,ROXANNE,696DnlkuDOXcMAnKlTgXXK,78,0.621,0.601,6,-5.616,0,0.148,0.0522,0,0.46,0.457,116.735,163636,5
Lil Uzi Vert,Ballin,1P7ycI8RxUZVErR2xCPqbA,47,0.603,0.77,1,-5.84,0,0.0605,0.188,0,0.112,0.37,122.011,277587,4
FISHER,Losing It,6ho0GyrWZN3mhi9zVRW7xi,74,0.76,0.964,2,-5.844,1,0.0577,0.00181,0.703,0.0975,0.643,125.003,248036,4
Kanye West,Bound 2,3sNVsP50132BTNlImLx70i,82,0.367,0.665,1,-2.821,1,0.0465,0.145,0,0.113,0.31,148.913,229147,4
NAV,Minute,3JWh19WsndEFg0UFRFeTiU,61,0.68,0.549,5,-8.277,0,0.244,0.0919,7.14E-05,0.548,0.29,162.874,265373,4
Roddy Ricch,The Box,0nbXyq5TXYPCO7pr3N8S4I,80,0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4
BROCKHAMPTON,BLEACH,0dWOFwdXrbBUYqD9DLsoyK,68,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,273151,4
boy pablo,Never Cared,5ZGidWqM4SKev5YSnFH9RK,46,0.607,0.629,11,-10.814,0,0.0337,0.187,1.15E-05,0.0422,0.581,116.971,204000,4
BOYINSPACE,BLVD,4OasttvRsfdk5ETWqFRVHs,0,0.731,0.788,4,-5.29,1,0.207,0.084,0.000157,0.11,0.287,160.016,216919,4
Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,76,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62E-05,0.112,0.206,102.128,219147,4
Jimi Somewhere,Dusk,2XxX4oQeUyZKaccvVLRHck,13,0.397,0.685,6,-6.533,1,0.0452,0.0441,8.66E-06,0.122,0.127,110.07,214000,4
The Game,100 (feat. Drake),46MFlm7p0Vqd0eXmLtDlN4,0,0.801,0.521,4,-9.871,0,0.28,0.0136,0,0.179,0.412,108.025,334360,4
Harry Styles,Golden,45S5WTQEGOB1VHr1Q4FuPl,84,0.448,0.838,4,-5.257,0,0.0557,0.21,0.000131,0.131,0.254,139.863,208907,4
Harry Styles,She,6SQLk9HSNketfgs2AyIiMs,77,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026,362653,3
Harry Styles,Adore You,3jjujdWJ72nww5eGnfs2E7,86,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4
James Smith,Tell Me That You Love Me,2wHA4yJKT8TJhGz20QxUqX,70,0.536,0.317,6,-8.752,1,0.0359,0.402,0,0.11,0.319,143.89,194659,4
Coldplay,Yellow,3AJwUDP919kvQ9QcozQPxg,86,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,266773,4
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),364spZLB5bhNlnPrzvUB41,0,0.512,0.623,9,-6.553,0,0.0808,0.0187,0,0.13,0.219,112.15,183589,5
Bad Bunny,Vete,5DxXgozhkPLgrbKFY91w0c,77,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78E-06,0.101,0.526,91.976,192024,4
MEDUZA,Lose Control,7CHi4DtfK4heMlQaudCuHK,77,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387,4
Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],56AMYGJzxBO6p8v0wEe9de,64,0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,279907,4
H E R B,Save Me,4llpWUJEWKHGVZzYv1nYid,44,0.491,0.362,2,-13.321,1,0.277,0.91,0.881,0.118,0.35,159.002,84427,4
Harry Styles,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,52,0.548,0.816,0,-4.209,1,0.0465,0.122,0,0.335,0.557,95.39,174000,4
50 Cent,P.I.M.P.,3G0yz3DZn3lfraledmBCT0,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35E-06,0.0368,0.848,84.722,249480,4
Daddy Yankee,Que Tire Pa Lante,6RyaV7owmVU6fzEPE17sF1,69,0.658,0.901,7,-2.814,1,0.0357,0.0478,0,0.12,0.708,93.979,210520,4
Lizzo,Good as Hell,3Yh9lZcWyKrK9GjbhuS0hR,64,0.682,0.919,0,-3.18,0,0.0875,0.256,0,0.442,0.535,95.982,159736,4
Flume,Levitate,14Wai94SZHOUPDXvcewn18,42,0.659,0.79,1,-2.129,0,0.0877,0.429,0.000362,0.0757,0.656,88.054,210419,4
Flume,Quits,5XR4V6uo2NCLkke1DyOcPY,51,0.733,0.787,2,-2.192,1,0.32,0.229,0,0.169,0.514,73.463,152037,4
Disclosure,You & Me - Flume Remix,1snNAXmmPXCn0dkF9DaPWw,67,0.593,0.392,10,-6.872,0,0.0257,0.382,0.000114,0.131,0.25,75.065,282813,4
Flume,Rushing Back,2zoNNEAyPK2OGDfajardlY,65,0.574,0.612,0,-4.741,1,0.0781,0.357,0,0.158,0.368,136.046,231663,3
The 1975,Frail State Of Mind,2i1CnSeLjppv41BTuc7qhY,42,0.566,0.676,9,-6.498,1,0.0383,0.0147,0.00672,0.0733,0.0492,127.973,234812,4
Flume,Rushing Back - Petit Biscuit Remix,4MI4ZR9z3kiCimG9izONuu,47,0.62,0.6,0,-8.943,1,0.174,0.319,0.00458,0.0826,0.119,135.985,189491,4
JP Saxe,If the World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,78,0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,208687,4
Frank Ocean,In My Room,4S4Mfvv03M1cHgIOJcbUCL,76,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,133680,4
Boy In Space,Cold,5jYe1mOKg5zUx0enf1DOdz,63,0.711,0.412,9,-6.827,1,0.0445,0.184,0,0.0546,0.186,130.015,203538,4
LANY,Let Me Know,7DMPq3XndRJaj6NTINsLOz,57,0.696,0.391,11,-8.306,0,0.0825,0.264,2.98E-06,0.127,0.65,94.971,276197,4
Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,83,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4
Kanye West,Ghost Town,7vgTNTaEz3CsBZ1N4YQalM,77,0.573,0.545,7,-4.247,0,0.0288,0.0969,0,0.329,0.297,83.378,271387,4
Bad Bunny,Callaita,2TH65lNHgvLxCKXM3apjxI,80,0.61,0.624,2,-4.773,1,0.309,0.6,2.12E-06,0.243,0.244,176.169,250534,4
Russ,BEST ON EARTH (feat. BIA) - Bonus,2Xo3rLHjXfdb4avN68aQyi,0,0.568,0.764,5,-3.465,0,0.255,0.217,0,0.0931,0.625,179.985,160720,4
Russ,CIVIL WAR - Bonus,5tmu5pAFHkUSl8Fo8ncyA4,0,0.913,0.608,7,-6.764,1,0.259,0.116,0,0.109,0.496,101.002,143880,4
PARTYNEXTDOOR,Not Nice,4STaHtfguDMkWbPEo6Fwcx,61,0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661,4
DaBaby,VIBEZ,0fySG6A6qLE8IvDpayb5bM,71,0.768,0.652,1,-2.708,0,0.307,0.113,0,0.107,0.777,154.187,144935,4
